Year,Month,Day,Home,Away,Hscore,Ascore,Outcome,HFGMade,HFGAtt,H3ptMade,H3ptAtt,HFTMade,HFTAtt,HOBoard,HDBoard,Hassist,Hsteal,Hblock,Hturnover,HPF,Aoutcome,AFGMade,AFGAtt,A3ptMade,A3ptAtt,AFTMade,AFTAtt,AOBoard,ADBoard,Aassist,Asteal,Ablock,Aturnover,APF,Bubble
2019,2,24,TOR,ORL,98,113,0,38,91,11,28,11,14,6,36,30,6,2,13,20,1,42,91,14,36,15,20,12,40,29,6,8,12,16,0
2019,2,24,DEN,LAC,123,96,1,44,85,12,34,23,35,12,44,30,11,6,22,28,0,30,87,3,21,33,37,7,31,20,9,7,17,27,0
2019,2,28,MIA,GSW,126,125,0,42,81,15,28,19,24,8,26,28,9,2,14,22,0,39,97,9,40,9,10,9,38,16,5,3,12,14,0
2019,3,2,PHO,NOP,116,130,1,39,76,6,26,34,40,9,32,21,7,8,10,22,1,45,92,12,30,18,26,12,35,28,10,4,21,25,0
2019,3,2,LAL,MIL,120,131,0,43,89,8,25,15,23,10,30,27,3,3,11,24,0,37,96,15,39,22,30,17,36,20,6,10,15,22,0
2019,3,2,CLE,DET,93,129,0,27,79,13,34,26,32,9,24,15,7,1,12,19,1,47,87,20,37,15,17,9,42,27,5,8,9,24,0
2019,3,3,CHO,POR,108,118,0,37,83,14,33,20,23,4,31,25,7,5,12,21,1,43,96,11,32,21,23,13,35,26,9,3,11,23,0
2019,3,3,BOS,HOU,104,115,0,37,77,8,28,22,29,8,36,23,7,0,13,23,1,38,80,21,51,18,29,10,32,22,8,4,12,23,0
2019,3,3,CHI,ATL,118,123,0,47,92,8,27,16,21,9,33,25,6,5,14,20,1,42,89,21,42,18,28,11,35,30,10,5,13,18,0
2019,3,3,LAC,NYK,128,107,1,48,98,19,35,13,17,9,44,33,5,4,16,28,0,35,88,11,29,26,34,9,37,23,9,9,13,19,0
2019,3,3,CLE,ORL,107,93,1,36,83,14,43,21,23,9,35,20,7,2,11,15,0,39,88,6,26,9,11,8,33,23,5,4,11,17,0
2019,3,3,DET,TOR,112,107,1,40,86,12,33,20,29,8,38,25,10,3,15,24,0,37,96,14,39,19,24,18,32,22,8,3,15,28,0
2019,3,3,WAS,MIN,135,121,1,49,98,11,33,26,32,15,31,30,6,4,8,19,0,52,99,4,27,13,19,12,34,25,3,4,12,24,0
2019,3,9,CHO,WAS,112,111,0,44,93,15,39,11,14,6,29,25,4,2,12,24,0,48,100,16,44,18,24,10,40,31,8,5,18,23,0
2019,3,9,NYK,SAC,94,102,0,35,94,10,35,14,21,13,45,16,3,5,9,20,1,36,95,12,36,18,22,11,42,16,5,3,7,14,0
2019,3,10,DET,CHI,131,108,1,49,91,19,35,14,22,10,34,34,5,1,7,24,0,41,82,9,18,17,26,6,31,18,4,5,10,18,0
2019,3,10,MIA,TOR,104,125,0,42,92,8,27,12,21,9,27,27,13,0,13,22,1,42,74,21,40,20,26,6,38,32,8,8,19,23,0
2019,3,10,PHI,IND,106,89,1,38,87,7,23,23,30,13,39,24,10,3,13,26,0,31,83,5,16,22,37,12,32,18,8,4,14,27,0
2019,3,10,ATL,NOP,128,116,1,48,98,17,37,15,18,10,46,30,4,5,9,12,0,45,101,18,41,8,8,5,37,29,6,9,8,17,0
2019,3,10,MEM,ORL,105,97,1,34,82,9,31,28,31,6,39,23,6,6,10,22,0,31,87,12,38,23,27,15,38,23,6,4,13,23,0
2019,3,10,DAL,HOU,93,94,0,31,75,9,32,22,27,10,41,24,6,9,16,20,1,32,88,16,52,14,22,13,28,18,6,4,12,20,0
2019,3,11,CLE,TOR,126,101,1,44,94,18,41,20,21,11,40,27,8,1,12,19,0,40,84,11,39,10,17,6,37,20,8,3,20,24,0
2019,3,11,WAS,SAC,121,115,1,40,86,14,37,27,33,7,40,29,12,1,17,25,0,41,91,9,27,24,32,9,38,28,8,3,16,25,0
2019,3,11,BRK,DET,103,75,1,39,79,11,31,14,22,5,48,21,9,4,17,18,0,27,97,8,34,13,16,17,32,16,7,3,12,22,0
2019,3,12,IND,NYK,103,98,1,37,85,8,28,21,29,8,34,26,11,3,10,22,0,35,80,13,28,15,18,8,40,22,4,5,19,23,0
2019,3,12,PHI,CLE,106,99,1,42,85,8,23,14,17,12,48,25,4,7,21,18,0,40,101,13,38,6,8,9,28,14,8,2,7,17,0
2019,3,13,OKC,BRK,108,96,1,41,96,11,28,15,19,16,35,21,9,6,11,20,0,35,84,13,35,13,19,7,36,19,7,5,16,18,0
2019,3,13,WAS,ORL,100,90,1,42,90,8,27,8,12,10,36,20,5,2,8,13,0,35,90,12,33,8,9,12,36,26,3,3,10,15,0
2019,3,13,ATL,MEM,132,111,1,52,103,17,45,11,14,15,36,35,9,9,11,26,0,38,89,14,40,21,26,9,26,28,8,6,14,17,0
2019,3,13,MIA,DET,108,74,1,39,84,11,28,19,24,13,38,22,10,5,11,18,0,27,77,8,37,12,18,10,27,20,7,7,17,23,0
2019,3,14,IND,OKC,108,106,1,37,82,7,22,27,32,6,33,24,11,3,16,17,0,38,86,14,30,16,20,8,36,24,11,5,17,28,0
2019,3,14,ORL,CLE,120,91,1,45,93,14,31,16,21,12,38,31,11,3,9,14,0,35,86,7,31,14,15,8,35,13,4,4,15,18,0
2019,3,14,BOS,SAC,126,120,1,49,97,9,28,19,26,10,42,32,7,2,13,20,0,48,95,11,34,13,23,8,39,31,9,2,10,24,0
2019,3,15,DET,LAL,111,97,1,37,86,17,39,20,32,16,34,26,5,4,14,19,0,36,86,6,25,19,26,11,36,24,9,4,14,26,0
2019,3,15,PHI,SAC,123,114,1,46,91,7,24,24,27,10,39,28,7,6,10,18,0,43,94,9,27,19,24,10,30,23,4,2,8,22,0
2019,3,15,WAS,CHO,110,116,0,41,84,13,34,15,19,8,37,25,8,5,17,14,1,46,101,14,31,10,12,15,31,18,11,7,12,17,0
2019,3,16,NOP,POR,110,122,0,47,102,15,30,27,41,18,39,34,11,4,22,30,0,42,101,7,28,12,14,14,37,23,4,2,8,22,0
2019,3,16,BOS,ATL,129,120,1,44,93,13,36,28,37,11,35,30,10,7,14,21,0,43,100,15,40,19,24,19,31,27,11,5,17,25,0
2019,3,16,NOP,PHO,136,138,0,47,102,15,30,27,41,18,39,34,11,4,22,30,1,51,100,9,29,27,36,11,37,31,10,7,22,33,0
2019,3,16,WAS,MEM,135,128,1,41,81,17,35,36,43,9,36,26,6,7,11,21,0,48,90,12,33,20,26,7,33,35,5,3,8,27,0
2019,3,17,NYK,LAL,124,123,1,44,76,12,26,24,29,10,35,24,4,5,23,26,0,47,97,7,27,22,28,15,20,26,12,5,10,21,0
2019,3,17,MIA,CHO,93,75,1,34,86,13,33,12,19,15,40,25,6,7,11,21,0,26,83,7,36,16,18,11,33,11,6,5,12,19,0
2019,3,17,MIL,PHI,125,130,0,43,95,16,50,23,28,10,35,25,9,6,10,22,1,47,100,15,32,21,30,15,39,26,8,2,13,23,0
2019,3,17,DET,TOR,110,107,1,39,83,8,27,24,27,11,33,23,8,3,10,18,0,39,82,18,36,11,14,7,31,25,2,2,12,22,0
2019,3,17,ORL,ATL,101,91,1,33,85,9,37,26,33,10,45,21,12,3,14,15,0,38,91,8,35,7,10,8,42,20,8,3,18,29,0
2019,3,17,SAC,CHI,129,102,1,54,103,8,23,13,16,15,33,28,12,7,10,21,0,39,88,10,26,14,21,10,29,20,6,6,19,16,0
2019,3,18,CLE,DET,126,119,1,46,79,11,22,23,27,5,31,22,6,3,8,16,0,42,94,18,44,17,21,19,28,24,6,4,11,21,0
2019,3,18,WAS,UTA,95,116,0,34,81,8,27,19,22,5,29,20,9,2,16,16,1,49,91,14,37,4,6,7,34,35,10,8,17,21,0
2019,3,18,BOS,DEN,105,114,0,39,93,12,39,15,19,12,25,24,12,5,12,16,1,46,94,14,39,8,10,11,40,29,6,5,17,19,0
2019,3,18,TOR,NYK,128,92,1,49,88,17,40,13,22,5,45,36,5,6,14,22,0,28,85,8,35,28,32,7,29,16,8,4,13,18,0
2019,3,19,CHO,PHI,114,118,0,36,83,9,35,33,44,10,36,16,3,2,9,22,1,43,86,11,32,21,28,6,38,29,5,4,7,27,0
2019,3,19,ATL,HOU,105,121,0,39,84,15,40,12,15,8,37,30,6,1,19,23,1,40,78,19,47,22,30,6,31,28,13,2,14,17,0
2019,3,20,CLE,MIL,107,102,1,39,93,11,39,18,24,13,41,18,4,6,11,17,0,36,91,13,32,17,21,11,40,24,9,7,9,16,0
2019,3,20,ORL,NOP,119,96,1,46,102,15,38,12,14,20,45,28,8,10,14,14,0,38,102,10,34,10,13,14,35,24,9,2,13,15,0
2019,3,20,PHI,BOS,118,115,1,34,90,11,33,39,43,17,37,23,5,5,8,17,0,45,96,12,32,13,16,10,36,22,1,3,8,25,0
2019,3,20,NYK,UTA,116,137,0,45,86,13,31,13,21,8,32,23,6,6,14,21,1,48,85,20,42,21,25,7,33,38,7,3,10,18,0
2019,3,21,CHO,MIN,113,106,1,43,100,9,29,18,24,15,40,26,5,6,10,24,0,39,88,10,28,18,29,9,40,23,6,7,13,21,0
2019,3,21,WAS,DEN,108,113,0,40,79,8,28,20,21,6,32,25,4,2,12,15,1,46,87,14,30,7,11,9,31,30,9,4,8,20,0
2019,3,21,ATL,UTA,117,114,1,41,87,19,40,16,23,9,34,26,8,5,16,23,0,43,94,10,32,18,26,14,35,25,12,3,15,24,0
2019,3,22,ORL,MEM,123,119,1,44,93,14,39,21,27,4,40,30,6,5,8,16,0,47,93,15,38,10,21,10,42,28,5,6,13,24,0
2019,3,22,CLE,LAC,108,110,0,43,90,12,31,10,13,8,33,14,7,2,13,22,1,42,82,6,26,20,23,7,36,24,6,6,11,16,0
2019,3,22,NYK,DEN,93,111,0,34,90,9,32,16,21,8,37,20,3,5,7,15,1,40,96,15,38,16,19,17,45,24,5,5,8,15,0
2019,3,22,TOR,OKC,109,116,0,39,78,13,25,18,21,11,35,20,7,7,21,24,1,42,94,20,43,12,14,12,27,30,9,6,12,21,0
2019,3,23,CHO,BOS,124,117,1,42,95,18,38,22,28,14,39,26,7,5,11,15,0,44,93,19,43,10,15,7,35,31,6,8,10,23,0
2019,3,23,WAS,MIA,108,113,0,41,96,9,30,17,23,21,32,25,5,2,12,20,1,44,88,12,39,13,19,12,32,29,5,10,11,23,0
2019,3,23,ATL,PHI,129,127,1,49,106,15,47,16,21,15,34,28,8,7,12,25,0,42,91,10,23,33,39,14,38,21,7,4,13,15,0
2019,3,24,NYK,LAC,113,124,0,41,86,9,33,22,25,13,31,22,5,7,14,24,1,38,86,15,35,33,37,12,30,24,7,4,8,19,0
2019,3,24,MIL,CLE,127,105,1,48,87,15,41,16,21,4,41,26,8,7,9,13,0,41,96,11,41,12,17,12,33,23,6,1,12,21,0
2019,3,24,IND,DEN,124,88,1,51,91,8,18,14,17,10,39,34,9,5,11,17,0,33,93,7,29,15,16,15,26,21,5,7,17,17,0
2019,3,24,TOR,CHO,114,115,0,45,77,11,26,13,13,3,32,29,6,11,13,17,1,41,93,18,41,15,17,14,25,32,12,3,7,17,0
2019,3,24,NOP,HOU,90,113,0,38,92,7,28,7,10,15,29,26,9,3,15,9,1,42,86,21,49,8,9,13,37,24,10,5,17,16,0
2019,3,24,BOS,SAS,96,115,0,38,94,7,35,13,16,11,34,23,4,2,8,14,1,50,98,8,24,7,8,11,40,32,1,4,8,19,0
2019,3,25,ORL,PHI,119,98,1,45,87,11,29,18,23,13,31,28,9,2,7,18,0,36,73,6,23,20,26,6,33,20,4,2,15,18,0
2019,3,26,CHO,SAS,125,116,1,46,100,13,42,20,28,5,40,30,9,5,6,18,0,44,108,13,39,15,21,17,43,24,4,5,12,21,0
2019,3,26,CLE,BOS,106,116,0,39,80,9,28,19,25,3,33,24,4,1,14,21,1,46,91,10,25,14,19,11,35,23,8,3,10,21,0
2019,3,26,MIA,ORL,99,104,0,36,86,10,33,17,21,6,33,25,10,1,11,22,1,37,89,14,42,16,23,15,40,27,5,5,15,19,0
2019,3,26,TOR,CHI,112,103,1,42,86,12,28,16,16,2,37,28,13,7,15,16,0,39,86,8,23,17,20,7,38,20,12,2,18,16,0
2019,3,27,LAL,WAS,124,106,0,37,97,9,27,17,24,8,32,21,9,5,4,23,1,43,90,9,25,29,43,15,37,18,10,3,10,20,0
2019,3,28,DET,ORL,115,98,1,46,86,17,35,6,12,10,33,25,8,9,11,18,0,37,94,8,31,16,20,15,28,21,5,4,12,14,0
2019,3,28,PHI,BRK,123,110,1,45,90,12,25,21,28,9,36,27,10,3,9,23,0,40,90,11,32,19,29,11,34,25,4,3,15,22,0
2019,3,28,MIA,DAL,105,99,1,39,89,7,30,20,27,10,45,24,7,4,10,22,0,36,92,16,47,11,17,10,40,26,4,2,13,21,0
2019,3,28,NYK,TOR,92,117,0,31,85,6,26,24,32,14,40,16,3,5,16,22,1,40,89,20,47,17,22,6,38,32,8,6,8,28,0
2019,3,29,BOS,IND,114,112,1,44,86,13,27,13,17,7,36,27,8,5,14,19,0,42,90,12,27,16,23,14,27,27,9,2,12,16,0
2019,3,29,ATL,POR,98,118,0,38,94,9,38,13,14,8,33,20,5,7,10,22,1,45,96,9,32,19,22,10,45,19,4,4,9,9,0
2019,3,30,LAC,CLE,132,108,1,53,85,15,33,11,16,9,35,33,5,5,16,25,0,41,92,3,23,23,28,14,22,18,11,0,11,16,0
2019,3,30,BRK,BOS,110,96,1,38,83,12,38,22,28,5,35,22,7,2,12,17,0,35,83,8,20,18,23,7,32,19,8,7,15,25,0
2019,3,30,HOU,SAC,119,108,1,39,83,17,52,24,27,6,32,19,6,2,9,17,0,42,94,15,29,9,15,16,33,28,3,4,12,17,0
2019,3,30,DET,POR,99,90,1,37,86,5,25,20,26,7,38,20,8,6,10,21,0,38,102,4,21,10,11,18,41,18,7,5,16,19,0
2019,3,30,IND,ORL,116,121,0,48,90,9,24,11,17,11,33,26,4,3,15,18,1,47,92,15,38,12,14,9,28,37,9,3,7,16,0
2019,3,30,NYK,MIA,92,100,0,31,77,9,38,21,25,8,34,20,10,7,18,16,1,39,90,9,32,13,17,14,37,26,11,3,18,21,0
2019,3,31,ATL,MIL,136,135,1,52,118,22,61,10,17,15,43,36,10,10,9,13,0,48,116,17,55,22,23,22,49,30,6,3,16,20,0
2019,3,31,OKC,DAL,103,106,0,38,98,11,43,16,22,15,34,19,6,6,8,21,1,37,87,16,44,16,23,10,42,18,3,2,13,19,0
2019,3,31,NOP,LAL,102,130,0,38,83,8,31,18,21,5,40,19,5,1,24,16,1,48,101,15,38,19,22,11,35,30,16,5,10,20,0
2019,3,31,SAS,SAC,106,113,0,44,94,8,27,10,14,15,27,24,7,3,11,22,1,39,81,11,25,24,28,7,35,20,9,1,12,15,0
2019,4,1,IND,DET,111,102,1,42,77,10,22,17,22,7,35,27,9,8,17,20,0,38,88,12,33,14,19,16,25,21,7,5,15,24,0
2019,4,1,BOS,MIA,110,105,1,36,91,17,40,21,24,14,35,25,8,2,12,18,0,40,88,10,37,15,18,9,39,27,9,6,15,17,0
2019,4,1,BRK,MIL,121,131,0,39,94,16,44,27,34,16,39,19,6,5,23,26,1,47,94,11,34,26,30,6,34,28,15,7,14,26,0
2019,4,1,NYK,CHI,113,105,1,37,74,18,38,21,25,6,38,24,2,9,16,18,0,42,94,4,17,17,23,12,32,20,9,2,6,18,0
2019,4,1,TOR,ORL,121,109,1,42,84,19,37,18,22,6,33,31,9,8,14,20,0,43,93,12,33,11,15,11,35,32,7,8,13,21,0
2019,4,3,SAS,ATL,117,111,0,31,81,5,27,18,25,11,27,15,9,7,11,14,1,48,92,12,36,22,28,11,33,29,7,7,11,26,0
2019,4,3,DET,IND,89,108,0,31,80,11,41,16,24,11,35,21,6,5,18,25,1,43,92,6,21,16,22,10,34,31,9,4,11,18,0
2019,4,3,ORL,NYK,114,100,1,45,99,11,32,13,20,19,36,29,5,7,13,16,0,38,85,6,27,18,21,8,31,21,10,5,12,18,0
2019,4,3,WAS,CHI,114,115,0,45,97,5,27,19,26,9,30,24,8,9,12,18,1,48,90,5,19,14,17,9,40,22,7,5,20,23,0
2019,4,3,ATL,PHI,130,122,1,48,92,12,36,22,28,11,33,29,7,7,11,26,0,45,98,10,31,22,38,26,31,27,8,4,13,24,0
2019,4,3,BRK,TOR,105,115,0,41,86,10,32,13,21,9,44,23,3,2,14,19,1,44,105,15,38,12,14,17,35,29,9,1,7,16,0
2019,4,3,MIA,BOS,102,112,0,39,95,12,36,12,20,16,31,25,6,5,15,23,1,38,80,9,24,27,31,6,36,25,8,7,11,21,0
2019,4,5,SAC,CLE,117,104,0,38,92,5,21,17,25,12,35,17,7,1,18,23,0,43,97,7,30,21,23,12,36,21,9,1,5,11,0
2019,4,5,LAL,GSW,90,108,1,43,96,14,32,22,27,14,41,28,8,10,14,24,1,46,87,20,37,8,8,4,34,29,2,8,13,21,0
2019,4,5,CHO,TOR,113,111,1,44,94,13,39,12,14,8,32,28,6,2,6,17,0,43,80,9,26,16,20,5,38,27,2,5,14,17,0
2019,4,5,ORL,ATL,149,113,1,56,92,18,37,19,25,9,45,35,11,4,19,24,0,41,94,10,39,21,31,10,28,21,16,4,14,21,0
2019,4,5,WAS,SAS,112,129,0,42,88,9,32,19,22,9,25,22,2,4,9,16,1,51,91,10,25,17,20,12,30,34,3,4,9,18,0
2019,4,6,MIL,BRK,128,133,0,49,88,16,34,14,21,6,37,28,7,4,14,18,1,48,97,19,45,18,23,12,31,25,7,0,10,19,0
2019,4,7,TOR,MIA,117,109,1,39,87,16,41,23,27,4,43,26,7,5,11,17,0,41,100,13,34,14,19,12,43,27,5,2,11,22,0
2019,4,7,CLE,SAS,90,112,0,31,79,8,29,20,27,10,25,16,14,1,17,16,1,43,82,9,22,17,22,11,38,27,10,5,18,18,0
2019,4,7,MIN,OKC,126,132,0,46,85,10,23,24,29,6,26,29,9,5,13,24,1,48,92,14,34,22,26,14,32,27,6,4,13,30,0
2019,4,7,DET,CHO,91,104,0,34,92,10,41,13,15,18,37,20,3,7,9,18,1,38,88,10,31,18,23,8,36,23,5,3,5,13,0
2019,4,7,IND,BRK,96,108,0,41,85,10,27,4,7,5,28,27,6,3,13,18,1,40,88,11,36,17,22,17,35,23,7,4,15,13,0
2019,4,7,MEM,DAL,127,129,0,42,98,19,44,24,28,10,43,32,4,4,7,24,1,45,98,12,41,27,34,11,40,31,4,5,6,23,0
2019,4,7,HOU,PHO,149,113,1,53,100,27,57,16,21,12,40,34,12,5,9,16,0,43,93,11,34,16,21,8,34,26,8,0,13,18,0
2019,4,7,MIL,ATL,115,107,1,40,91,9,41,26,34,11,50,19,8,10,14,23,0,40,100,17,45,10,19,9,39,25,2,3,11,28,0
2019,4,7,BOS,ORL,108,116,0,42,89,12,31,12,14,6,33,28,9,4,13,19,1,41,90,12,33,22,22,11,34,29,9,7,14,14,0
2019,4,7,NYK,WAS,113,110,1,41,80,17,34,14,19,7,36,24,5,9,15,14,0,43,103,10,34,14,18,21,29,24,12,4,8,16,0
2019,4,9,CLE,CHO,97,124,0,40,89,11,30,6,8,14,27,24,3,2,14,18,1,45,78,22,44,12,17,5,32,35,8,7,10,13,0
2019,4,9,DET,MEM,100,93,1,35,88,10,34,20,28,14,26,16,13,4,9,21,0,33,69,10,24,17,21,7,36,19,4,6,21,24,0
2019,4,9,WAS,BOS,110,116,0,41,97,14,39,14,18,13,45,28,2,3,15,18,1,45,99,15,44,11,23,13,37,27,10,3,5,17,0
2019,4,9,MIA,PHI,122,99,1,46,87,13,27,17,23,7,37,29,6,10,14,18,0,40,98,5,25,14,16,11,35,22,11,0,14,19,0
2019,4,10,CHI,NYK,86,96,0,45,95,9,24,10,15,9,30,21,4,3,7,13,0,31,77,9,30,18,25,4,29,23,7,5,11,17,0
2019,4,10,UTA,DEN,118,108,0,47,106,14,35,29,33,17,40,31,8,11,17,24,1,39,87,10,33,11,17,12,41,23,6,4,12,12,0
2019,4,13,PHI,BRK,102,111,0,35,86,3,25,29,42,16,34,20,6,11,13,24,1,38,88,11,26,24,26,10,35,15,9,2,11,27,0
2019,4,13,TOR,ORL,101,104,0,40,88,12,36,9,14,6,39,23,4,4,12,19,1,36,90,14,29,18,20,10,38,19,9,4,11,19,0
2019,4,14,BOS,IND,84,74,1,28,77,10,28,18,22,7,48,18,8,2,17,20,0,28,84,6,27,12,21,9,33,22,8,5,13,20,0
2019,4,14,POR,OKC,104,99,1,36,86,11,25,21,27,13,35,14,8,9,18,17,0,37,93,5,33,20,23,18,31,18,10,4,16,26,0
2019,4,14,MIL,DET,121,86,1,44,90,15,43,18,26,8,46,31,7,8,10,16,0,35,92,8,27,8,13,7,39,22,7,2,13,21,0
2019,4,17,BOS,IND,99,91,1,40,84,11,28,8,9,7,41,22,3,5,14,16,0,36,81,13,34,6,10,4,32,23,11,3,11,16,0
2019,4,19,ORL,TOR,93,98,0,29,80,13,44,22,23,7,35,19,8,5,16,17,1,39,87,11,28,9,10,8,35,26,9,3,13,23,0
2019,4,20,BRK,PHI,108,112,0,36,90,12,38,24,31,13,29,23,9,4,14,26,1,44,88,8,26,16,21,12,43,25,6,8,18,24,0
2019,4,20,SAS,DEN,103,117,0,37,79,5,17,24,32,11,35,23,4,4,9,22,1,40,89,15,31,22,24,11,34,25,4,2,7,22,0
2019,4,21,IND,BOS,106,110,0,36,88,10,28,24,28,11,32,18,5,2,12,25,1,36,78,11,28,27,34,7,36,18,7,1,16,23,0
2019,4,21,LAC,GSW,105,113,0,34,80,13,31,24,32,4,29,22,8,4,10,21,1,42,89,12,31,17,19,11,38,27,5,2,13,27,0
2019,4,21,ORL,TOR,85,107,0,34,81,7,33,10,13,7,27,20,7,2,17,19,1,40,75,11,28,16,18,7,38,23,11,6,14,20,0
2019,4,23,TOR,ORL,115,96,1,41,85,15,36,18,21,8,40,34,8,3,14,30,0,32,83,9,34,23,31,12,36,20,7,5,16,21,0
2019,4,27,TOR,PHI,108,95,1,41,79,9,27,17,24,2,38,21,3,6,10,24,0,35,89,11,32,14,21,13,34,23,5,2,14,21,0
2019,4,28,MIL,BOS,90,112,0,31,89,13,39,15,24,7,37,19,5,2,9,11,1,47,87,13,31,5,8,3,48,25,4,11,10,21,0
2019,4,28,GSW,HOU,104,100,1,38,75,7,22,21,27,8,30,24,7,3,20,24,0,31,74,14,47,24,29,3,23,14,14,3,14,21,0
2019,5,5,PHI,TOR,96,101,0,33,82,12,38,18,25,11,32,22,8,6,12,23,1,35,76,10,31,21,26,8,35,19,6,3,13,24,0
2019,5,5,POR,DEN,112,116,0,39,82,12,28,22,28,12,31,18,4,5,14,27,1,40,92,11,25,25,28,17,28,21,7,4,8,22,0
2019,5,6,BOS,MIL,101,113,0,34,90,9,41,24,30,9,42,25,4,5,11,20,1,44,100,8,37,17,25,11,45,25,5,5,8,25,0
2019,5,12,DEN,POR,96,100,0,33,89,2,19,28,39,13,38,15,1,9,5,23,1,38,93,4,26,20,24,12,43,16,5,7,4,31,0
2019,5,12,TOR,PHI,92,90,1,34,89,7,30,17,19,16,33,15,10,4,10,22,0,28,65,9,27,25,30,5,36,16,4,7,15,21,0
2019,5,19,TOR,MIL,118,112,1,40,102,17,45,21,26,8,47,28,11,10,17,30,0,38,102,14,44,22,33,13,50,22,14,5,20,30,0
2019,10,23,CHO,CHI,126,125,1,45,88,23,44,13,16,9,32,28,3,4,19,18,0,49,105,9,30,18,22,20,29,25,11,4,10,20,0
2019,10,23,IND,DET,110,119,0,41,89,8,21,20,24,10,26,26,8,6,15,28,1,41,78,11,24,26,33,10,35,26,5,6,18,21,0
2019,10,23,ORL,CLE,94,85,1,37,86,9,30,11,19,7,39,24,12,4,13,18,0,33,88,9,34,10,15,10,44,20,8,2,16,15,0
2019,10,23,BRK,MIN,126,127,0,48,101,15,34,15,26,10,38,19,8,9,16,30,1,46,108,13,43,22,28,12,40,23,9,4,13,22,0
2019,10,23,MIA,MEM,120,101,1,40,85,7,18,33,39,11,40,18,9,8,21,33,0,38,89,5,32,20,30,9,31,22,9,7,24,31,0
2019,10,23,PHI,BOS,107,93,1,37,85,7,29,26,36,12,50,24,6,7,15,34,0,33,90,7,26,20,34,10,31,18,4,2,10,29,0
2019,10,24,DET,ATL,100,117,0,35,85,10,37,20,22,9,30,20,6,5,13,20,1,44,86,11,31,18,21,8,34,27,9,2,13,15,0
2019,10,25,BOS,TOR,112,106,1,42,109,13,38,15,16,21,35,21,10,8,9,20,0,37,78,18,36,14,17,5,41,22,2,6,23,28,0
2019,10,25,CHO,MIN,99,121,0,37,84,12,29,13,26,9,33,26,6,5,19,29,1,43,91,12,38,23,31,13,39,30,11,6,15,21,0
2019,10,25,BRK,NYK,113,109,1,37,78,16,37,23,34,11,35,21,11,2,26,26,0,38,81,17,25,16,28,9,30,17,14,4,26,31,0
2019,10,26,MIL,MIA,126,131,0,41,94,17,54,27,35,5,42,22,8,4,18,32,1,46,101,16,44,23,36,8,46,33,7,3,16,30,0
2019,10,26,DET,PHI,111,117,0,41,76,8,19,21,36,5,30,20,11,7,23,28,1,42,87,13,34,20,30,6,32,30,14,3,22,26,0
2019,10,26,ATL,ORL,103,99,1,43,84,9,30,8,15,9,43,22,5,9,18,26,0,35,99,5,31,24,26,17,29,15,8,7,10,15,0
2019,10,26,NYK,BOS,95,118,0,31,82,7,27,26,34,16,39,15,7,4,23,26,1,42,93,15,41,19,29,13,33,24,14,9,12,26,0
2019,10,27,OKC,GSW,120,92,1,44,78,15,32,17,22,8,42,24,8,5,23,26,0,30,92,5,33,27,31,12,27,17,13,2,14,15,0
2019,10,27,MEM,BRK,134,133,1,50,103,14,33,20,25,8,41,33,9,10,12,29,0,44,101,15,45,30,37,11,42,28,6,5,17,22,0
2019,10,27,DAL,POR,119,121,0,37,94,13,50,32,41,12,34,27,7,3,11,22,1,45,87,9,22,22,26,7,41,13,6,4,16,30,0
2019,10,27,MIN,MIA,116,109,1,39,91,13,45,25,33,14,32,24,12,1,16,17,0,42,85,15,36,10,15,7,34,25,7,9,21,23,0
2019,10,28,DET,IND,96,94,1,37,81,13,24,9,10,9,39,21,2,3,20,18,0,39,94,6,21,10,13,13,32,24,11,4,7,18,0
2019,10,28,NYK,CHI,105,98,1,38,91,9,29,20,32,25,38,19,3,6,17,19,0,36,85,9,35,17,21,8,30,19,6,5,9,22,0
2019,10,28,ATL,PHI,103,105,0,36,84,9,27,22,32,8,37,23,12,3,21,25,1,37,88,11,41,20,25,12,37,22,12,11,21,29,0
2019,10,28,TOR,ORL,104,95,1,33,85,10,39,28,30,6,46,19,9,2,16,20,0,34,89,12,39,15,18,8,39,22,9,6,16,20,0
2019,10,29,MIA,ATL,112,97,1,33,73,13,31,33,45,13,36,19,11,6,26,22,0,35,83,11,39,16,24,9,24,28,14,7,20,29,0
2019,10,30,PHI,MIN,117,95,1,43,92,9,25,22,28,16,40,24,14,6,22,27,0,32,81,10,35,21,28,6,28,12,13,6,21,21,0
2019,10,30,ORL,NYK,95,83,1,37,88,12,32,9,12,14,38,24,5,6,7,17,0,31,82,7,31,14,20,10,34,19,1,10,11,15,0
2019,10,30,CLE,CHI,117,111,1,41,78,10,24,25,31,10,37,25,3,7,17,21,0,39,90,14,39,19,23,9,23,25,6,5,6,24,0
2019,10,30,BRK,IND,108,118,0,41,93,10,31,16,26,18,36,21,6,5,19,19,1,45,96,11,26,17,20,11,30,25,9,2,9,24,0
2019,10,30,BOS,MIL,116,105,1,41,92,17,41,17,21,5,40,25,4,4,9,20,0,38,82,14,45,15,24,5,40,21,3,4,15,21,0
2019,10,30,TOR,DET,125,113,1,51,86,13,27,10,12,3,31,30,12,2,14,22,0,41,88,14,30,17,23,11,31,30,5,1,20,15,0
