Year,Month,Day,Home,Away,Hscore,Ascore,Outcome,HFGMade,HFGAtt,H3ptMade,H3ptAtt,HFTMade,HFTAtt,HOBoard,HDBoard,Hassist,Hsteal,Hblock,Hturnover,HPF,Aoutcome,AFGMade,AFGAtt,A3ptMade,A3ptAtt,AFTMade,AFTAtt,AOBoard,ADBoard,Aassist,Asteal,Ablock,Aturnover,APF,Bubble
2019,10,31,ATL,MIA,97,106,0,36,88,7,34,18,26,16,34,20,5,5,16,15,1,40,84,14,37,12,19,9,32,29,12,9,13,18,0
2019,11,1,BRK,HOU,123,116,1,42,85,19,32,20,28,10,45,26,8,7,20,21,0,41,99,12,48,22,27,9,31,21,13,4,12,21,0
2019,11,1,IND,CLE,102,95,1,39,96,5,27,19,21,13,45,20,8,10,13,24,0,32,87,11,32,20,25,3,42,20,9,1,16,21,0
2019,11,1,ORL,MIL,91,123,0,34,91,12,37,11,17,10,30,21,8,3,16,16,1,47,93,17,47,12,18,11,47,24,11,4,13,19,0
2019,11,1,BOS,NYK,104,102,1,33,74,11,34,27,29,3,41,21,7,4,14,16,0,37,93,14,38,14,21,16,35,22,9,4,13,23,0
2019,11,2,OKC,NOP,115,104,1,41,90,15,37,18,23,8,36,20,8,11,12,20,0,40,94,11,32,13,22,17,39,25,7,5,16,25,0
2019,11,2,DET,BRK,113,109,1,41,91,8,27,23,29,5,36,21,8,7,8,18,0,43,93,10,32,13,17,10,38,24,4,4,14,24,0
2019,11,2,ORL,DEN,87,91,0,37,86,6,29,7,11,10,37,22,8,7,15,25,1,27,73,9,28,28,39,7,34,15,8,3,13,14,0
2019,11,3,IND,CHI,108,95,1,40,85,8,26,20,27,10,39,28,6,10,16,24,0,36,84,9,29,14,25,6,36,27,8,2,18,21,0
2019,11,3,MIA,HOU,129,100,1,47,89,18,41,17,22,5,41,38,14,7,15,21,0,31,79,14,48,24,31,4,34,19,6,5,22,24,0
2019,11,3,NYK,SAC,92,113,0,32,80,8,31,20,31,9,29,18,6,5,13,23,1,41,85,15,39,16,25,10,40,25,7,5,14,29,0
2019,11,9,SAS,BOS,115,135,0,39,99,14,30,23,30,21,36,24,1,8,15,22,1,48,94,14,37,25,28,7,36,28,11,11,8,25,0
2019,11,10,MIN,DEN,98,100,0,34,97,6,45,24,33,15,38,22,9,10,12,23,1,39,101,11,28,11,17,14,43,26,6,4,20,30,0
2019,11,10,ORL,IND,102,109,0,41,89,15,36,5,6,7,30,27,5,11,10,10,1,48,91,9,20,4,5,10,33,31,6,3,9,13,0
2019,11,10,PHI,CHO,114,106,1,46,84,10,28,12,16,10,39,29,9,5,20,16,0,38,84,14,33,16,22,6,25,22,9,1,13,19,0
2019,11,14,CLE,MIA,97,108,0,36,85,8,32,17,21,11,30,18,14,2,18,16,1,43,79,12,30,10,11,4,37,31,10,7,18,21,0
2019,11,16,HOU,IND,111,102,1,43,94,19,49,20,22,14,28,15,7,3,12,18,0,32,100,12,34,7,9,14,40,19,8,7,13,10,0
2019,11,16,CHI,BRK,111,117,0,32,91,9,39,38,41,17,39,15,8,2,19,30,1,40,88,10,43,27,31,5,35,30,10,9,15,30,0
2019,11,17,CLE,PHI,95,114,0,34,90,6,25,21,24,11,31,14,9,5,14,21,1,46,84,9,23,13,17,4,40,33,6,11,13,22,0
2019,11,17,SAC,BOS,100,99,1,38,89,14,35,10,12,10,35,22,8,7,12,24,0,34,82,10,30,21,24,10,36,26,7,3,14,14,0
2019,11,17,MEM,DEN,114,131,0,39,84,16,36,20,24,9,36,29,4,3,16,17,1,49,89,18,32,15,23,6,33,36,10,10,12,24,0
2019,11,17,ORL,WAS,125,121,1,43,87,15,38,24,26,11,41,25,5,3,14,15,0,46,97,19,41,10,12,9,29,31,7,2,9,21,0
2019,11,23,DET,ATL,128,103,0,37,91,10,35,6,10,6,34,22,7,3,15,18,0,47,90,14,34,8,11,8,30,32,9,7,15,27,0
2019,11,23,CHI,MIA,108,116,1,43,95,22,47,8,12,13,26,27,12,3,13,20,0,30,75,6,24,20,27,9,29,12,6,4,17,16,0
2019,11,23,PHI,SAS,115,104,1,42,83,14,29,15,17,8,36,28,11,2,14,27,1,40,75,12,23,19,28,9,38,26,7,3,22,17,0
2019,11,23,MIN,PHO,98,100,0,38,91,12,42,10,17,9,48,26,2,10,14,23,1,33,96,10,35,24,26,12,44,22,9,3,7,17,0
2019,11,24,HOU,DAL,123,137,0,45,98,10,44,23,31,15,39,26,5,2,11,26,1,49,102,17,44,22,28,12,34,28,9,5,12,22,0
2019,11,24,NYK,BRK,101,103,0,37,80,18,35,9,16,9,34,22,6,4,16,29,1,31,77,14,38,27,34,7,28,18,6,1,11,16,0
2019,11,24,WAS,SAC,106,113,0,42,92,13,34,9,12,12,33,29,5,2,16,23,1,39,81,11,31,24,28,6,33,22,9,5,13,17,0
2019,11,29,BRK,BOS,112,107,1,43,93,17,41,9,13,13,36,30,9,6,18,24,0,41,93,9,28,16,21,16,32,16,11,7,19,14,0
2019,11,30,IND,ATL,105,104,0,42,76,11,22,21,25,3,28,22,7,3,19,24,0,38,89,15,46,20,25,8,21,26,5,2,13,23,0
2019,11,30,SAC,DEN,100,97,1,37,96,8,33,18,21,13,37,22,12,4,14,23,0,36,87,11,32,14,21,9,39,23,11,5,16,21,0
2019,12,1,BRK,MIA,106,109,0,40,91,14,42,12,16,9,39,24,3,5,12,21,1,37,95,12,37,23,28,16,35,16,3,2,9,17,0
2019,12,1,MIN,MEM,107,115,0,33,85,11,36,30,35,10,43,22,7,6,16,21,1,41,100,16,40,17,21,12,38,27,8,3,11,26,0
2019,12,1,NYK,BOS,104,113,0,35,76,8,26,26,37,8,31,15,7,6,14,25,1,41,93,15,41,16,22,16,28,25,5,7,13,28,0
2019,12,1,LAL,DAL,100,114,0,40,87,7,27,13,16,9,36,25,9,3,17,14,1,42,97,17,49,13,18,16,35,24,11,1,13,20,0
2019,12,1,DET,SAS,132,98,1,52,88,15,31,13,18,11,39,33,5,5,15,14,0,36,88,7,26,19,22,7,24,20,11,6,8,15,0
2019,12,1,NOP,OKC,104,107,0,39,87,17,38,9,10,3,38,22,6,7,11,22,1,38,81,11,33,20,26,5,42,19,5,3,11,14,0
2019,12,1,ORL,GSW,100,96,1,37,87,11,33,15,22,12,36,21,7,8,12,20,0,36,91,6,23,18,23,15,31,21,6,5,10,17,0
2019,12,1,TOR,UTA,130,110,1,47,90,19,36,17,21,7,36,36,14,8,14,24,0,38,90,13,35,21,29,15,36,21,5,3,18,17,0
2019,12,7,DAL,NOP,130,84,1,46,86,13,38,25,31,8,47,25,8,4,12,17,0,32,89,3,32,17,21,8,26,17,4,2,14,23,0
2019,12,8,BRK,DEN,105,102,1,40,87,7,28,18,23,10,38,25,5,1,11,15,0,36,89,18,42,12,14,7,30,25,4,5,12,23,0
2019,12,8,CHO,ATL,107,122,0,36,90,11,31,24,29,13,31,22,8,3,11,17,1,44,91,18,45,16,17,11,37,28,8,8,13,24,0
2019,12,8,MIA,CHI,110,105,1,32,77,11,35,35,44,10,33,20,9,2,17,23,0,35,80,13,36,22,27,6,33,20,8,1,14,31,0
2019,12,8,PHI,TOR,110,104,1,40,79,14,32,16,21,6,34,31,7,5,18,18,0,38,88,11,33,17,20,13,29,21,13,4,18,22,0
2019,12,8,WAS,LAC,119,135,0,40,88,14,33,25,30,8,30,28,5,3,13,22,1,50,96,15,40,20,27,9,36,27,8,4,10,26,0
2019,12,14,MEM,MIL,114,127,1,48,84,11,27,21,24,9,37,32,11,7,23,24,1,46,85,14,37,19,26,8,33,26,12,6,12,17,0
2019,12,14,PHO,SAS,119,121,0,45,103,10,40,19,26,6,53,29,5,5,10,24,1,44,106,8,30,25,34,10,52,23,6,9,11,22,0
2019,12,15,NOP,ORL,119,130,0,47,88,19,43,6,12,11,29,34,6,7,17,21,1,46,89,17,34,21,26,8,31,32,8,2,9,15,0
2019,12,15,IND,CHO,107,85,1,40,88,10,35,17,20,8,43,30,6,9,9,25,0,28,91,5,32,24,35,17,39,18,4,5,10,21,0
2019,12,15,ATL,LAL,96,101,0,31,86,12,42,22,25,8,34,18,8,5,19,27,1,36,84,5,31,24,33,13,43,21,14,9,22,24,0
2019,12,15,BRK,PHI,109,89,1,43,94,9,24,14,18,12,39,22,9,1,16,23,0,37,86,5,26,10,17,7,31,19,9,13,16,20,0
2019,12,21,CHO,UTA,107,114,0,39,85,12,29,17,22,11,25,20,13,4,14,25,1,39,75,17,34,19,20,8,34,27,7,4,21,27,0
2019,12,21,BRK,ATL,122,112,1,46,100,11,30,19,28,12,49,23,8,4,15,18,0,39,105,11,48,23,27,14,38,17,7,5,10,22,0
2019,12,22,TOR,DAL,110,107,1,37,94,10,34,26,31,14,37,21,12,5,10,21,0,35,90,15,46,22,27,14,39,27,6,4,17,22,0
2019,12,22,BOS,CHO,119,93,1,46,88,14,32,13,16,10,47,25,2,9,11,24,0,33,82,10,34,17,23,2,25,26,3,5,3,17,0
2019,12,25,TOR,BOS,102,118,0,38,80,8,23,18,22,7,27,17,13,7,17,13,1,46,92,14,33,12,14,13,32,26,7,3,19,22,0
2019,12,25,PHI,MIL,121,109,1,44,101,21,44,12,15,14,35,29,9,7,7,12,0,45,95,13,33,6,8,8,39,23,6,6,10,15,0
2019,12,25,GSW,HOU,116,104,1,41,87,9,28,25,28,11,43,27,7,8,16,18,0,37,100,16,51,14,16,14,35,19,8,3,12,25,0
2019,12,27,BOS,CLE,129,117,1,49,95,14,40,17,19,12,31,28,4,10,11,23,0,44,85,9,23,20,29,6,32,22,7,3,11,17,0
2019,12,28,ORL,PHI,98,97,0,35,87,14,35,16,19,5,29,21,16,7,11,17,0,42,89,10,30,22,29,8,39,24,5,4,9,24,0
2019,12,28,ATL,MIL,86,112,0,32,86,9,34,8,11,9,30,24,8,5,19,16,1,43,84,13,37,12,18,14,44,30,6,5,23,13,0
2019,12,28,MIA,IND,113,112,1,42,94,10,28,23,29,8,35,26,6,4,8,21,0,33,85,6,28,26,29,12,34,17,6,2,18,16,0
2019,12,28,GSW,PHO,105,96,0,45,93,18,39,13,17,9,33,28,4,3,13,19,1,45,86,9,26,13,15,7,33,30,10,2,13,21,0
2019,12,28,DEN,MEM,119,110,1,45,93,9,29,20,27,10,33,28,9,4,10,20,0,41,84,9,30,19,25,11,34,32,5,5,17,24,0
2019,12,29,TOR,OKC,97,98,0,35,83,15,40,12,12,8,34,21,7,2,14,20,1,34,78,10,33,20,23,8,35,15,8,6,17,14,0
2019,12,31,CHO,BOS,92,109,0,34,86,12,34,12,16,8,33,25,7,4,17,16,1,44,97,14,38,7,10,15,39,25,12,9,10,16,0
2019,12,31,IND,PHI,115,97,1,42,86,11,25,20,26,5,33,35,3,6,6,16,0,37,91,6,29,17,20,14,33,24,4,6,12,22,0
2019,12,31,SAC,LAC,87,105,0,33,80,8,28,13,19,11,30,20,8,5,15,23,1,36,88,12,36,21,22,14,37,21,9,2,11,17,0
2020,1,1,WAS,ORL,101,122,0,33,87,9,31,26,31,9,37,18,5,4,13,23,1,45,95,12,32,20,27,11,41,25,11,6,9,21,0
2020,1,4,BOS,ATL,109,106,1,43,82,8,19,17,21,13,31,22,10,5,19,22,1,42,82,10,32,22,24,4,36,22,8,4,13,28,0
2020,1,4,LAC,MEM,114,140,0,45,101,7,30,17,22,14,35,20,3,1,13,22,1,49,96,18,39,24,28,11,43,36,8,10,9,23,0
2020,1,4,BRK,TOR,102,121,0,32,67,13,35,25,34,6,32,24,4,11,24,24,1,44,97,13,32,20,28,15,28,21,10,4,7,25,0
2020,1,5,LAC,NYK,135,132,1,45,83,18,32,27,33,10,32,25,4,3,19,27,0,48,84,12,23,24,37,8,29,22,11,4,16,26,0
2020,1,5,MIA,POR,122,111,1,47,90,18,44,10,16,11,36,34,4,5,10,17,0,40,87,13,37,18,20,8,32,21,5,4,10,15,0
2020,1,11,DAL,LAL,114,129,1,40,79,11,27,18,27,11,43,22,4,8,15,20,1,51,99,15,32,8,10,12,42,21,3,4,12,17,0
2020,1,11,HOU,MIN,139,109,1,49,95,18,45,23,29,12,46,29,9,6,18,24,0,36,95,13,48,24,36,13,31,28,12,4,18,18,0
2020,1,12,NYK,MIA,124,121,1,46,90,9,31,23,28,10,29,24,11,3,6,23,0,42,78,14,35,23,28,8,31,24,1,5,14,24,0
2020,1,12,WAS,UTA,116,127,0,47,93,7,22,15,17,9,28,28,5,4,9,18,1,48,90,10,30,21,25,12,32,24,6,2,11,18,0
2020,1,12,BRK,ATL,108,86,1,41,77,10,26,16,29,7,55,25,8,2,24,20,0,32,97,12,48,10,11,4,29,23,16,4,12,23,0
2020,1,12,MEM,GSW,122,102,1,45,100,11,35,21,25,18,42,33,17,7,16,16,0,35,92,17,34,15,21,12,35,23,11,6,22,18,0
2020,1,12,TOR,SAS,104,105,0,39,96,17,48,9,11,8,37,30,7,3,11,23,1,38,87,7,32,22,30,9,42,24,6,5,11,11,0
2020,1,18,PHI,CHI,100,89,1,34,78,10,32,12,19,5,36,26,8,6,13,19,1,48,87,9,25,13,17,4,22,25,18,4,12,24,0
2020,1,18,NOP,LAC,130,133,0,46,86,15,41,23,36,12,36,32,7,4,21,26,1,46,93,10,31,31,39,10,26,22,12,2,12,29,0
2020,1,18,BRK,MIL,97,117,0,33,99,15,49,16,17,12,35,23,11,7,17,19,1,45,89,17,37,10,16,5,49,30,8,6,20,16,0
2020,1,19,SAS,MIA,107,102,1,36,85,12,33,23,24,9,34,27,5,4,11,18,0,37,86,10,34,18,20,10,37,23,8,3,9,19,0
2020,1,20,DEN,IND,107,115,1,43,90,11,31,10,12,13,40,26,9,1,13,18,0,39,93,7,26,3,7,9,21,23,15,9,13,14,0
2020,1,20,WAS,DET,106,100,1,42,82,9,24,13,16,6,38,22,9,6,19,23,0,38,89,10,32,14,20,11,30,19,10,5,17,18,0
2020,1,20,ATL,TOR,117,122,0,41,83,12,33,23,33,9,41,26,9,8,23,34,1,38,92,13,42,33,43,12,33,25,13,3,14,25,0
2020,1,20,BRK,PHI,111,117,0,39,81,11,29,22,34,13,34,22,7,2,22,23,1,42,94,13,39,20,27,12,31,30,12,6,12,24,0
2020,1,20,CHO,ORL,83,106,0,29,76,10,33,15,20,9,30,21,4,5,18,18,1,44,92,14,28,4,9,15,32,25,9,4,9,15,0
2020,1,20,CLE,NYK,86,106,0,32,94,11,33,11,17,16,37,15,5,4,10,14,1,41,85,9,23,15,17,7,42,17,6,9,10,17,0
2020,1,20,HOU,OKC,107,112,0,43,97,9,45,12,17,9,34,21,6,7,11,23,1,40,92,12,32,20,26,7,40,14,8,6,12,18,0
2020,1,20,MEM,NOP,116,126,0,46,103,9,33,15,21,15,36,26,8,3,14,19,1,42,88,21,48,21,24,5,38,24,7,7,16,18,0
2020,1,20,MIA,SAC,118,113,1,42,83,16,42,18,22,5,37,26,9,3,21,20,0,44,106,13,51,12,15,16,33,27,11,3,15,21,0
2020,1,20,MIL,CHI,111,98,1,45,77,11,26,10,23,3,45,34,7,5,23,15,0,34,92,14,48,16,18,7,32,18,11,2,16,21,0
2020,1,24,CHO,MIL,103,116,0,32,86,14,39,25,30,8,31,24,6,3,13,22,1,44,87,10,36,18,24,12,41,26,8,8,15,22,0
2020,1,25,UTA,DAL,112,107,1,40,91,15,43,17,22,12,42,22,5,6,13,21,0,42,97,16,41,7,13,10,34,19,6,3,9,24,0
2020,1,26,DEN,HOU,117,110,1,44,93,11,28,18,20,11,31,28,10,3,14,23,0,40,88,11,33,19,27,15,29,19,6,7,16,21,0
2020,1,26,SAS,TOR,106,110,0,34,82,16,37,22,24,7,41,27,5,8,16,15,1,41,99,16,50,12,15,14,36,31,11,2,8,22,0
2020,1,26,ATL,WAS,152,133,1,54,93,15,35,29,34,12,36,30,7,3,14,35,0,42,88,11,33,38,42,8,26,20,5,7,11,26,0
2020,1,26,MEM,PHO,114,109,1,44,84,8,19,18,26,8,38,25,10,8,25,27,0,35,92,11,29,28,35,12,30,23,14,7,17,27,0
2020,1,26,NOP,BOS,123,108,1,44,92,16,36,19,29,18,36,31,7,5,18,21,0,41,89,8,33,18,22,7,30,21,6,5,16,29,0
2020,1,26,NYK,BRK,110,97,1,49,92,6,19,6,13,14,34,19,7,8,13,23,0,34,81,13,39,16,23,7,27,21,6,4,14,14,0
2020,1,26,ORL,LAC,97,112,0,34,95,7,32,22,32,16,28,27,9,7,6,23,1,37,79,13,30,25,29,12,41,20,2,7,17,26,0
2020,2,1,LAL,POR,119,127,1,44,86,19,43,22,27,11,35,33,10,5,14,22,1,47,92,15,29,15,18,14,37,20,4,5,12,19,0
2020,2,1,LAC,MIN,118,106,1,45,98,12,34,16,18,12,38,20,8,7,13,30,0,34,84,7,39,31,37,6,38,24,9,4,17,20,0
2020,2,2,DET,DEN,128,123,1,48,94,14,31,18,24,11,32,33,4,2,11,22,0,48,96,10,32,17,22,14,33,30,7,7,9,19,0
2020,2,2,HOU,NOP,117,109,1,41,105,16,51,19,22,11,32,22,14,3,7,18,0,42,94,10,33,15,20,16,47,21,6,6,21,16,0
2020,2,2,MIL,PHO,129,108,1,48,97,15,38,18,27,16,44,30,4,12,16,25,0,41,104,6,23,20,23,15,34,20,8,3,10,24,0
2020,2,2,TOR,CHI,129,102,1,47,84,16,34,19,23,12,34,28,6,5,15,18,0,35,90,15,48,17,26,17,24,25,10,0,16,21,0
2020,2,8,IND,TOR,106,115,0,44,83,9,26,20,27,2,35,25,5,9,14,25,1,45,95,14,35,15,21,13,35,22,6,5,7,22,0
2020,2,8,ORL,MIL,95,111,0,37,98,10,40,11,14,10,36,28,10,6,9,15,1,42,93,15,39,12,16,10,52,26,4,5,16,11,0
2020,2,9,OKC,BOS,111,112,0,39,86,11,27,22,29,12,32,14,3,3,10,21,1,38,84,16,36,20,27,14,39,19,6,2,9,24,0
2020,2,9,ATL,NYK,140,135,1,49,108,14,40,28,31,11,39,29,9,8,14,24,0,52,110,13,34,18,25,15,41,30,12,6,17,29,0
2020,2,9,PHI,CHI,118,111,1,42,84,11,27,23,32,15,29,29,12,6,16,18,0,43,88,12,32,13,17,14,28,23,8,3,18,24,0
2020,2,9,WAS,MEM,99,106,0,35,100,7,33,22,29,9,41,25,7,4,7,22,1,43,102,5,32,15,25,13,49,19,4,4,13,23,0
2020,2,22,LAC,SAC,103,112,0,34,87,10,30,25,29,13,34,20,7,3,19,22,1,40,89,12,31,20,26,11,37,25,11,4,13,24,0
2020,2,23,LAL,BOS,114,112,1,39,86,11,34,25,37,11,35,20,9,4,13,22,0,38,83,13,34,23,30,8,36,20,7,3,17,29,0
2020,2,23,DEN,MIN,128,116,1,53,90,11,30,11,17,5,33,29,9,7,13,24,0,40,90,14,40,22,29,9,29,26,7,2,15,16,0
2020,2,23,TOR,IND,127,81,1,47,92,17,44,16,18,10,47,32,9,10,17,21,0,31,95,8,33,11,17,12,27,23,13,4,17,20,0
2020,2,28,OKC,SAC,112,108,0,33,91,6,35,14,20,5,31,14,8,3,14,15,1,38,91,11,38,17,21,8,39,24,11,3,9,16,0
2020,2,29,ATL,BRK,141,118,1,46,84,18,42,19,22,5,31,34,7,5,18,18,0,40,86,16,44,17,23,8,36,30,3,3,10,23,0
2020,2,29,NYK,CHI,125,115,1,47,85,8,20,23,33,17,33,29,6,4,16,19,0,41,89,17,35,16,23,13,20,26,12,3,8,22,0
2020,3,1,CHO,MIL,85,93,0,34,96,8,35,9,10,12,35,22,7,8,10,18,1,35,87,7,31,16,21,15,46,20,7,6,16,11,0
2020,3,1,LAC,PHI,136,130,1,45,76,13,24,33,41,6,31,25,6,6,10,17,0,48,95,21,43,13,20,10,27,27,7,4,9,28,0
2020,3,1,MIN,DAL,91,111,0,36,99,13,42,6,15,14,43,19,9,3,13,17,1,44,94,11,40,12,19,6,50,28,10,7,14,16,0
2020,3,1,DEN,TOR,133,118,1,47,83,18,36,21,30,7,34,38,6,1,16,22,0,41,89,10,38,26,29,8,28,24,9,4,11,24,0
2020,3,1,SAC,DET,106,100,1,37,91,9,35,23,26,17,34,18,8,7,10,20,0,33,80,18,42,16,24,7,35,23,6,4,14,25,0
2020,3,4,BOS,BRK,120,129,1,40,86,11,30,21,26,13,36,16,10,7,11,20,0,30,90,7,42,12,17,13,29,15,6,4,13,17,0
2020,3,4,NOP,MIN,134,139,0,50,114,17,46,6,11,15,37,28,8,4,14,23,1,40,81,19,43,16,25,10,33,27,5,4,17,15,0
2020,3,7,CHO,HOU,108,99,1,37,70,15,32,19,25,6,24,29,7,1,17,15,0,35,76,15,45,14,20,13,29,22,9,3,20,25,0
2020,3,8,BRK,CHI,110,107,1,32,64,11,30,35,41,5,45,21,4,5,28,24,0,39,92,12,34,17,25,5,26,23,14,3,7,31,0
2020,3,8,MIN,NOP,107,120,0,37,94,8,33,25,31,9,33,20,15,3,17,23,1,44,90,11,35,21,31,10,44,28,7,5,25,23,0
2020,3,8,LAC,LAL,103,112,0,34,86,7,31,28,37,15,34,12,5,5,15,26,1,39,87,10,35,24,28,9,36,22,8,7,12,28,0
2020,3,8,BOS,OKC,104,105,0,38,92,13,37,15,19,11,35,22,9,5,13,25,1,35,79,10,25,25,34,4,35,16,9,7,16,22,0
2020,3,8,PHO,MIL,140,131,1,47,85,19,43,27,31,8,39,30,6,4,14,23,0,51,95,13,33,16,21,7,29,23,7,3,10,29,0
2020,3,8,WAS,MIA,89,100,0,26,78,19,47,18,21,4,25,19,11,2,13,26,1,32,66,13,28,23,28,5,41,21,7,8,20,25,0
2020,3,8,DAL,IND,109,112,0,39,91,14,43,17,25,9,33,19,7,5,10,17,1,46,88,8,23,12,18,6,41,23,5,6,10,23,0
2020,3,8,HOU,ORL,106,126,0,39,88,9,32,19,25,11,27,21,10,7,18,23,1,44,91,13,29,25,31,13,36,21,11,4,14,17,0
2020,3,8,NYK,DET,96,84,1,36,82,6,19,18,25,13,38,15,10,5,9,16,0,29,80,11,38,15,22,5,30,21,8,2,11,19,0
2020,3,8,CLE,SAS,132,129,1,43,94,13,34,33,45,14,46,26,4,4,18,24,0,43,98,10,26,33,36,6,38,20,15,6,9,34,0
2020,3,9,ATL,CHO,143,138,1,53,96,21,43,16,27,12,41,33,1,5,15,26,0,49,104,19,48,21,23,8,27,31,9,6,3,22,0
2020,3,10,WAS,NYK,122,115,1,35,74,14,35,38,45,9,28,23,8,4,16,25,0,42,81,8,21,23,31,8,28,30,10,3,18,29,0
2020,3,10,IND,BOS,111,114,0,46,93,9,24,10,11,10,33,23,5,8,12,20,1,41,93,13,37,19,22,11,35,19,9,4,8,15,0
2020,3,11,PHI,DET,124,106,1,42,83,14,33,26,32,13,37,28,7,4,13,18,0,39,84,11,35,17,25,6,26,25,10,3,8,24,0
2020,3,11,ATL,NYK,131,136,0,48,106,14,41,21,26,15,38,26,6,3,17,25,1,50,94,11,28,25,34,6,41,32,14,9,12,23,0
2020,3,11,MIA,CHO,98,109,0,39,84,15,44,5,6,9,27,32,8,5,14,17,1,37,82,17,34,18,22,15,35,20,7,4,14,9,0
2020,7,30,NOP,UTA,104,106,0,40,94,11,31,13,18,15,30,22,12,2,20,25,1,37,84,8,34,24,28,12,31,17,11,6,20,23,1
2020,7,31,BRK,ORL,118,128,0,44,91,13,42,17,23,10,29,30,4,2,14,25,1,46,87,11,31,25,28,6,36,31,8,3,12,23,1
2020,7,31,POR,MEM,140,135,1,49,91,13,30,29,34,9,33,27,10,9,16,36,0,42,93,13,41,38,50,10,29,25,9,5,13,26,1
2020,7,31,WAS,PHO,112,125,0,42,91,8,22,20,23,8,28,18,7,2,18,26,1,42,80,11,32,30,32,4,33,29,10,3,17,24,1
2020,7,31,MIL,BOS,119,112,1,39,84,13,41,28,34,7,40,25,9,7,15,26,0,37,91,11,37,27,34,14,34,18,8,5,15,28,1
2020,8,1,DEN,MIA,105,125,0,39,89,8,35,19,24,13,25,28,7,2,19,32,1,40,72,13,29,32,37,6,32,29,7,2,15,28,1
2020,8,1,OKC,UTA,110,94,1,41,77,10,26,18,24,11,36,19,9,8,21,21,0,34,87,8,31,18,22,12,23,17,11,4,14,21,1
2020,8,1,LAC,NOP,126,103,1,37,87,25,47,27,35,8,40,23,10,2,10,28,0,38,85,9,30,18,28,9,39,24,4,1,18,23,1
2020,8,1,IND,PHI,127,121,1,48,95,14,34,17,23,10,24,31,8,5,10,25,0,46,93,9,25,20,25,20,35,20,6,5,21,30,1
2020,8,2,BRK,WAS,118,110,1,38,90,11,33,31,37,13,35,23,5,4,11,24,0,40,88,9,31,21,27,10,36,26,6,6,12,31,1
2020,8,2,BOS,POR,128,124,1,42,77,18,30,26,34,6,30,24,9,6,14,21,0,45,90,19,42,15,16,9,26,31,8,5,12,25,1
2020,8,2,MEM,SAS,106,108,0,42,91,7,30,15,18,3,36,27,5,3,12,27,1,36,86,12,29,24,33,12,37,22,5,6,16,20,1
2020,8,2,ORL,SAC,132,116,1,43,82,18,38,28,35,12,34,31,10,4,18,25,0,45,91,8,28,18,22,9,30,30,10,0,14,28,1
2020,8,3,MIA,TOR,103,107,0,37,87,14,45,15,16,8,33,29,9,8,14,24,1,29,67,16,32,33,36,3,36,19,6,3,21,19,1
2020,8,3,WAS,IND,100,111,0,41,94,11,30,7,13,9,36,30,6,7,13,19,1,44,92,7,26,16,16,9,36,20,6,11,10,15,1
2020,8,3,OKC,DEN,113,121,0,37,87,15,36,24,31,8,34,20,4,5,15,32,1,42,87,7,25,30,39,9,37,23,10,3,12,29,1
2020,8,3,NOP,MEM,109,99,1,37,82,11,29,24,39,8,41,25,7,1,14,20,0,37,93,12,43,13,15,8,35,25,3,10,13,32,1
2020,8,4,MIL,BRK,116,119,0,42,88,17,51,15,23,7,47,28,3,5,18,19,1,43,103,21,57,12,16,7,35,30,5,6,7,26,1
2020,8,4,SAC,DAL,110,114,0,43,104,16,43,8,12,8,39,26,8,3,10,37,1,33,90,9,41,39,50,17,44,22,4,2,17,21,1
2020,8,4,LAC,PHO,115,117,0,42,85,8,29,23,27,8,40,21,2,3,10,16,1,45,96,17,32,10,14,11,33,25,5,0,8,21,1
2020,8,4,IND,ORL,120,109,1,46,84,13,33,15,19,2,30,29,10,3,7,17,0,39,82,12,34,19,23,11,32,21,3,2,18,22,1
2020,8,4,MIA,BOS,112,106,1,34,77,15,43,29,39,12,30,22,8,5,12,19,0,37,85,10,33,22,27,14,31,15,7,4,16,26,1
2020,8,5,UTA,MEM,124,115,1,38,84,18,45,30,33,11,35,25,5,4,17,23,0,43,91,11,29,18,25,9,32,21,7,3,14,28,1
2020,8,5,WAS,PHI,98,107,0,36,85,7,21,19,24,9,39,17,8,5,15,26,1,38,82,11,29,20,29,6,35,27,11,4,14,21,1
2020,8,5,SAS,DEN,126,132,0,46,93,11,30,23,27,10,25,29,10,5,7,20,1,50,91,14,36,18,21,14,32,31,6,5,14,21,1
2020,8,5,LAL,OKC,86,105,0,31,88,5,37,19,29,10,36,17,7,3,11,24,1,34,79,5,24,32,36,4,48,17,9,2,13,23,1
2020,8,6,SAC,NOP,140,125,1,50,93,16,33,24,33,13,26,26,11,3,8,20,0,47,82,14,34,17,23,5,25,31,4,3,17,26,1
2020,8,6,MIL,MIA,130,116,1,41,78,15,37,33,38,5,39,27,7,3,14,21,0,35,83,21,46,25,27,6,33,28,6,1,19,28,1
2020,8,6,PHO,IND,114,99,1,43,92,9,34,19,20,12,41,27,6,4,15,20,0,37,85,10,29,15,19,5,33,20,6,5,15,22,1
2020,8,6,DAL,LAC,111,126,0,39,87,17,48,16,21,8,29,24,3,4,7,17,1,50,92,14,31,12,15,9,36,22,3,3,6,21,1
2020,8,7,SAS,UTA,119,111,1,45,89,9,22,20,26,8,39,27,10,5,13,18,0,38,91,16,37,19,24,10,39,25,8,4,15,19,1
